Data,Temp Med,Temp Max,Temp Min,Chuva,UR
02/07/2020,13.2,20.1,6.4,0.2,57.75
03/07/2020,14.7,21.9,8.2,0.2,57.83
04/07/2020,18.7,25.6,11.4,0,56.92
05/07/2020,22.9,29.9,18.6,0,58
06/07/2020,22.9,29.1,18.9,0,60.71
07/07/2020,23.7,30.2,19.4,0,58.5
08/07/2020,18.4,21.8,13.9,0.6,58.21
09/07/2020,15.6,22.8,11.2,0,59.17
10/07/2020,19.3,27.2,10.8,0.2,58.04
11/07/2020,22.7,29.7,18.4,0,57.79
12/07/2020,22.4,30.6,15.1,0,55.33
13/07/2020,23.3,30.4,17.1,0,58.13
14/07/2020,23,29.2,18,0,61.17
15/07/2020,20.7,26.2,15.9,0,59.29
16/07/2020,20.4,27.5,14.3,0,57.75
17/07/2020,23.1,29.9,15.9,0,59.58
18/07/2020,23.8,29.6,18.5,0,51.67
19/07/2020,22.3,27.2,18.3,0,50.54
20/07/2020,21.9,28.6,16.4,0,48.96
21/07/2020,22.4,29.1,17.1,0,50
22/07/2020,23,30.2,14.8,0,49.63
23/07/2020,23.3,29.9,16.7,0,51.79
24/07/2020,23.2,29.7,18.7,0,47.96
25/07/2020,19.9,25.7,14.7,0,50.5
26/07/2020,20.6,28.8,11.7,0,55.08
27/07/2020,23.3,29.4,18.2,0,54
28/07/2020,23.8,31,17.8,0,50.13
29/07/2020,21.1,27.5,16.8,0,56.92
30/07/2020,19.2,25.3,14.3,0,56.54
31/07/2020,20.2,27.3,15,0,55.79
01/08/2020,21.3,27.9,14.8,0,53.87
02/08/2020,21.2,28.5,15.2,0,49.96
03/08/2020,21.7,27.7,15.7,0,49.96
04/08/2020,22.1,28,16.6,0,43.83
05/08/2020,21.8,28.3,15.4,0,43.83
06/08/2020,21.9,28.2,16.8,0,46.96
07/08/2020,21.8,28.4,14.8,0,46.92
08/08/2020,22.2,29.5,14.4,0,44.42
09/08/2020,22.9,29.8,16.8,0,43.54
10/08/2020,23.4,30.6,17.2,0,42.75
11/08/2020,23.8,31.5,17.1,0,43.71
12/08/2020,25.3,32.4,19,0,42.58
13/08/2020,23.3,28.2,18.1,0,47.33
14/08/2020,25.7,33.6,18.8,0.8,52.71
15/08/2020,24.3,29.5,19.4,8.2,52.21
16/08/2020,18.6,20.4,17.9,70.6,66.46
17/08/2020,18.6,19.9,17.9,74,75.46
18/08/2020,20.4,25.8,17.7,24.2,76.13
19/08/2020,19.3,21.7,17,0,68.13
20/08/2020,15.1,17,12.1,8.2,71
21/08/2020,11.6,15.3,9.7,7.2,69.71
22/08/2020,13.2,18.9,7.6,0,62.25
23/08/2020,17.5,24.4,11.4,0,58.58
24/08/2020,19.6,26.6,13.3,0,56.54
25/08/2020,20.4,27.5,13.7,0,51.33
26/08/2020,20.7,28.3,12.9,0,48.79
27/08/2020,22.3,30.3,14.8,0,48.58
28/08/2020,24.1,32,15.2,0,47.83
29/08/2020,26,32.8,20.4,0,47.33
30/08/2020,26.4,35,18.2,0,47.58
31/08/2020,26.8,33.7,19.9,0,47.92
01/09/2020,25,32.6,18.5,0,52.52
02/09/2020,25.3,31.9,18.7,0,51
03/09/2020,26.8,33.6,21.1,0,45.96
04/09/2020,27.8,34.8,19.2,0,45.13
05/09/2020,28.8,34.9,24.1,0,39.21
06/09/2020,27.7,35.8,22.1,0,37.33
07/09/2020,26.6,34.9,19.3,0,39.5
08/09/2020,25.6,35,15.8,0,44.5
09/09/2020,28,35.7,21,0,45.63
10/09/2020,29,37,23.8,0,42.71
11/09/2020,29.6,36.6,21.8,0,40.13
12/09/2020,29.7,37,22.9,0,35.96
13/09/2020,28.6,35.8,23,0,36.04
14/09/2020,27.4,34.6,21.7,0,38.67
15/09/2020,25.1,32.2,18.8,0,44.88
16/09/2020,26.3,34.8,18.7,0,45.58
17/09/2020,27.5,36.2,19.7,0,41.17
18/09/2020,25.2,29.9,21.4,0,47.71
19/09/2020,25.1,31.3,20,0,51.25
20/09/2020,25.7,31.2,20.7,0.4,52.58
21/09/2020,18.3,22.8,16,9,55.5
22/09/2020,18.9,24.3,14.8,0.6,60.42
23/09/2020,22.4,29.9,15.1,0,56.04
24/09/2020,24.6,32.2,17.7,0,53.08
25/09/2020,27.1,34.1,20.6,0,49.04
26/09/2020,29.4,37.5,22.3,0,43.92
27/09/2020,30.3,37.1,24.9,0,42.75
28/09/2020,28.8,35.8,23.7,0,49.33
29/09/2020,31,37.9,24.4,0,47.88
30/09/2020,31.1,40.4,23.6,0,42.79
01/10/2020,32.2,40.4,24.9,0,39
02/10/2020,32.1,40.6,22.9,0,38.54
03/10/2020,32.6,40.9,24.1,0,38.21
04/10/2020,28,36.6,21.1,0,43.42
05/10/2020,28.8,39.3,20.2,0,44.25
06/10/2020,31.7,41.4,21,0,39.29
07/10/2020,33.3,40,27.2,0,35.83
08/10/2020,29.2,36.5,22.2,3.8,47.88
09/10/2020,28.5,36.4,23.6,0,48.54
10/10/2020,23.7,29.2,19.9,0,46.67
11/10/2020,24.4,31.4,18.1,0,39.25
12/10/2020,25.9,33.9,18.2,0,40.08
13/10/2020,29.4,35.7,23.2,0,39.17
14/10/2020,30.1,37.6,22.5,0,42.58
15/10/2020,23.1,28.3,19.8,9.4,55.96
16/10/2020,23.1,27.2,20.1,0,53.88
17/10/2020,24.1,31.7,16.9,0,47.58
18/10/2020,25.4,33.1,17.7,0,46.29
19/10/2020,23.2,27.2,20.3,6,52.58
20/10/2020,24.8,31.2,20.1,0,56.71
21/10/2020,25.7,31.7,21.6,0.4,57.38
22/10/2020,26.5,32.7,20.1,0,50.21
23/10/2020,25.4,33.5,20.8,50.6,49.29
24/10/2020,24.6,29.8,21.8,0.4,59.25
25/10/2020,27.2,33.3,22.2,0,57.42
26/10/2020,22.6,27.3,19.4,7.2,54.5
27/10/2020,23.6,29.9,19.3,0.4,56.63
28/10/2020,25.7,33.3,16.8,0,51
29/10/2020,24.2,27.1,22.3,0,58.13
30/10/2020,22.6,26.3,19.7,0,57.88
31/10/2020,22.4,28.9,17,0,50.67
01/11/2020,22.9,29.9,16.4,0,46.36
02/11/2020,21.9,28.9,14.7,0,42.08
03/11/2020,22.6,29.5,16.4,0,40.38
04/11/2020,24,31.6,17.4,0,40
05/11/2020,23.7,31.6,15.8,0,44.25
06/11/2020,25.9,33.3,18.8,0,42.46
07/11/2020,27.2,36.2,17.7,0,39.21
08/11/2020,30.4,37.4,23.8,0,35.17
09/11/2020,26.9,35.9,21.2,3.8,40.67
10/11/2020,23.6,29,20.6,0.2,57.42
11/11/2020,25.1,31.1,20.6,0,57
12/11/2020,25.9,31.7,19.7,2.4,55.96
13/11/2020,27.9,34.6,21.9,0,53.33
14/11/2020,27.8,34.4,22.6,0,51.54
15/11/2020,27,34.8,23,5,51.92
16/11/2020,27.4,35,19.7,0.2,52.25
17/11/2020,28.7,35.4,22.3,0,50.08
18/11/2020,23.6,28.8,20.1,45,56.71
19/11/2020,23.4,29.5,18.8,0,59.79
20/11/2020,23.4,30.3,16.5,0,49.67
21/11/2020,24.6,31.5,17.9,0,45.33
22/11/2020,26.1,33.2,19.7,0,44.17
23/11/2020,26.5,32.8,19.7,0,39.75
24/11/2020,27.6,34.6,19.7,0,44.54
25/11/2020,29.3,34.9,23.8,0,44.17
26/11/2020,29.6,35.3,23.5,0,44.17
27/11/2020,29.9,36.2,24.1,0,42
28/11/2020,28.2,35.3,23.8,0,47.13
29/11/2020,30.4,36.4,24.6,0,45.54
30/11/2020,29.5,37.4,24,0,45.04
01/12/2020,27.8,37.1,21,72,48.52
02/12/2020,26.6,32,21.4,0,61.17
03/12/2020,23.2,27.8,20.1,28.6,57.46
04/12/2020,24.4,33,20.4,48,64.42
05/12/2020,25.4,30.2,21.7,9.4,63.71
06/12/2020,24.8,28.9,20.4,0,59.83
07/12/2020,22.2,25.1,20.8,15.2,62.46
08/12/2020,25.8,31.6,20.9,0.2,63.88
09/12/2020,27.3,33.8,20.9,0,56.38
10/12/2020,27,34,21.8,0,49.42
11/12/2020,25.7,30.4,21.4,0,54.29
12/12/2020,24.8,28.7,22,2.8,58.42
13/12/2020,25.4,32.7,22,12.2,59.42
14/12/2020,22.8,28.5,20.6,13.6,61.63
15/12/2020,26.4,32.3,21.6,0,63.54
16/12/2020,27,34.1,21.1,1.2,58.79
17/12/2020,25.3,32.6,21.4,0,57.42
18/12/2020,28,35,22.3,0,59.63
19/12/2020,27.6,34.6,24.2,7.8,56.67
20/12/2020,26.8,33.6,21.9,8.2,60.63
21/12/2020,26,32.8,23.1,1.4,60
22/12/2020,27.1,32.9,22.6,0.2,64.54
23/12/2020,26.9,32.8,21,0,57.88
24/12/2020,26.6,33.1,20.6,0,54.13
25/12/2020,25.8,31.9,19.1,0,51.17
26/12/2020,26.5,33.4,20.1,0,52.38
27/12/2020,25.5,32.6,21.3,73.4,56.71
28/12/2020,25.1,30.8,21.1,6.6,63.92
29/12/2020,25.8,31.2,22.4,0,61.71
30/12/2020,26.6,32.2,22.2,2,60.21
31/12/2020,23.9,27.6,21.4,22.6,61.38
01/01/2021,25.6,31.6,21.5,0.2,64.22
02/01/2021,26.9,32.2,23.2,0,60.5
03/01/2021,26.6,32.6,21.1,0,55.04
04/01/2021,24.3,31.9,19.8,5.2,52.75
05/01/2021,24.7,30.5,21.4,2.4,60.38
06/01/2021,26,31.9,22.1,0.8,60.75
07/01/2021,24.2,29.8,21.5,26,62.75
08/01/2021,25.4,31,21.2,0.6,63.5
09/01/2021,27.6,33.2,22,0,60.29
10/01/2021,28.4,34.2,23.8,0,57.17
11/01/2021,28.4,34.4,24,0,56.04
12/01/2021,26.6,34.7,23.1,18.8,58
13/01/2021,25.4,32.1,22.9,17.8,63.38
14/01/2021,24.2,29.2,22,35.6,66.5
15/01/2021,24.2,29.9,22.4,8,67.21
16/01/2021,23.4,27.6,22.2,31.6,69.5
17/01/2021,24.2,28.4,22.1,10,71
18/01/2021,25.1,29.1,22.7,0.8,69
19/01/2021,24.3,27.2,23.2,26.4,70.63
20/01/2021,24.8,29.7,20.9,76,72
21/01/2021,25.6,30,22.5,0,66.75
22/01/2021,25.9,31.1,22.9,0,64.5
23/01/2021,26.9,33.3,22.7,0,59.71
24/01/2021,24.5,29.2,21.3,1,61.17
25/01/2021,23.8,27.4,21.7,18.6,67.04
26/01/2021,26.7,31.7,22.2,0,66.33
27/01/2021,25.7,32.4,23.4,0,62.04
28/01/2021,24.8,30.7,21.7,10.4,64.33
29/01/2021,25.1,30.7,22.4,1.2,65.33
30/01/2021,24.4,30.9,22.2,14,66.88
31/01/2021,23.8,29.4,21.3,13.6,68.29
01/02/2021,25.6,31.8,21.1,0.8,69.13
02/02/2021,27.1,33.8,22.2,0,63.92
03/02/2021,28.7,34.3,24.1,0,58.71
04/02/2021,27.1,32.3,23.8,1.6,62.96
05/02/2021,24.9,29.9,20.3,0.4,59.92
06/02/2021,23.8,30.4,17.4,0,54.88
07/02/2021,24.7,31.4,19.5,0,54.79
08/02/2021,24.9,31.3,18.9,0,52.54
09/02/2021,25,31.3,19.5,0,51.96
10/02/2021,25.6,32.6,20.3,0,55.96
11/02/2021,23.6,26.9,19.8,12,58.63
12/02/2021,23.1,27.2,20.8,27.4,63.25
13/02/2021,24.3,29.2,20.5,1,66
14/02/2021,22.7,27.1,20.7,6.8,65.96
15/02/2021,24,30.6,18.7,0.2,66.54
16/02/2021,26.3,31.8,21.9,0.2,63.38
17/02/2021,25.6,31.4,21.4,0.4,60.83
18/02/2021,25.1,31.3,18.8,0.4,56.21
19/02/2021,24.2,32.3,15.9,0,49.25
20/02/2021,26.1,34.2,17.6,0,50.96
21/02/2021,28.2,34.9,22.3,0,49.83
22/02/2021,27.8,33.7,21.7,0,50.5
23/02/2021,28.6,33.7,23.4,0,52.17
24/02/2021,28.3,34.9,22.2,0.4,52.17
25/02/2021,27.2,33.8,22.3,0,56.04
26/02/2021,25.9,30.4,22,0,52.71
27/02/2021,24.8,31.1,20.4,13.6,54.21
28/02/2021,23.8,29.6,21.3,4.6,58.79
01/03/2021,24.1,29.9,20.8,2,60.65
02/03/2021,23.8,30.1,19,53.8,62.96
03/03/2021,24.2,28.1,21.1,0.2,63
04/03/2021,22.2,26.6,20.2,14.6,65.54
05/03/2021,22.6,26.6,19.9,41.2,71.5
06/03/2021,23.6,28.1,20.8,12.6,70.13
07/03/2021,24.8,31.1,21.1,1,64.92
08/03/2021,24.4,31.6,19.9,0,62.58
09/03/2021,23.8,30.9,20.6,43.8,63.08
10/03/2021,25.3,31.9,19.6,0,60.04
11/03/2021,26.7,32.7,22.3,0,56.88
12/03/2021,26.6,33.3,20,0,55.79
13/03/2021,27.4,34.4,20.7,0,54.92
14/03/2021,28.1,34.2,23.1,0,52.13
15/03/2021,27.4,32.3,22.9,0,53.58
16/03/2021,27.3,32.8,22.1,0,53.25
17/03/2021,23.7,28.8,21.1,28.2,59.17
18/03/2021,24.9,32.5,19.8,0.4,62.79
19/03/2021,25.1,29.4,22.2,1.6,61.21
20/03/2021,26.2,31.3,21.8,0.4,61.83
21/03/2021,26.6,33,23.1,4,60.5
22/03/2021,27.7,33.1,22.1,0,57.04
23/03/2021,26.7,32.8,20.5,0,56.63
24/03/2021,27.6,34.1,21.4,0,58.29
25/03/2021,28.2,34.3,23.3,0,53.38
26/03/2021,28.9,34.8,24.5,0,52.63
27/03/2021,28.5,33.6,24.4,0,50.29
28/03/2021,27.6,34.4,21.8,0,51.21
29/03/2021,26.6,33.8,21.2,0,52.04
30/03/2021,24.7,31.1,19,0,52.29
31/03/2021,23.8,30.6,18.4,0,49.75
01/04/2021,23.7,29.2,18.7,0,45.9
02/04/2021,24.3,31.3,18.2,0,45.2
03/04/2021,25.1,31.7,18.7,0,44.5
04/04/2021,25.3,32.2,19.7,0,46.6
05/04/2021,25.3,32.3,19.2,0,48.1
06/04/2021,26.1,33.2,20.3,0,49.1
07/04/2021,25.3,30.6,20.8,0,51.5
08/04/2021,25.7,31.4,20.2,0,50.3
09/04/2021,25.9,31.6,19.8,0,46.4
10/04/2021,26.5,32.2,21.4,0,42.1
11/04/2021,26.7,33.6,20.5,0,42.2
12/04/2021,26.5,33.8,19.7,0,44.9
13/04/2021,27.2,32.4,23.3,0,49.4
14/04/2021,24.5,30.4,20.3,0,45.5
15/04/2021,24.6,31.9,17.9,0,47.6
16/04/2021,23.2,31.5,19.4,4.6,49
17/04/2021,22.8,26.5,18.8,5.6,59.3
18/04/2021,23.9,29.7,19.3,0,56.6
19/04/2021,23.8,29.7,18.9,0,52
20/04/2021,23.4,29.9,18,0.2,49.2
21/04/2021,23.1,29.5,17.7,0,48
22/04/2021,22.9,29.2,17.4,0,48
23/04/2021,22.3,28.9,16.9,0,45.9
24/04/2021,23.4,30.9,17.9,0,45.5
25/04/2021,23.4,30.1,17.9,0,48.8
26/04/2021,22.3,29.2,17.3,0,51.2
27/04/2021,20.2,29,13.3,0,46.3
28/04/2021,19.9,29.8,10.7,0,43
29/04/2021,21.6,28.2,14.6,0,46
30/04/2021,21.4,27.9,16.3,0,48.6
01/05/2021,23.6,29.9,17.1,0,50.9
02/05/2021,24.8,30.3,19.3,0,48.4
03/05/2021,24.4,30.6,19,0,44.3
04/05/2021,24.2,32.7,17.3,0,43.8
05/05/2021,24,32.7,16.3,0,44.5
06/05/2021,21.6,30.6,15.3,0,49.5
07/05/2021,20.1,27.2,16,0,50.5
08/05/2021,21.6,28.8,15.7,0,49.1
09/05/2021,22.7,30,16.3,0,47.5
10/05/2021,22.8,30.3,17.2,0,47.3
11/05/2021,23.9,31.4,16.2,0,46
12/05/2021,20.1,26.8,15.6,0.6,49.3
13/05/2021,20.2,26.1,16.3,0,53.5
14/05/2021,20.6,27.7,15.2,0,50.8
15/05/2021,22.6,29.7,17.2,0,50.1
16/05/2021,21.9,29.3,17.1,0,49.8
17/05/2021,22.1,29.9,14.4,0,49
18/05/2021,20.8,28.6,14.4,0,46.1
19/05/2021,20.3,29.9,12.4,0.2,44.5
20/05/2021,22.9,31.1,14.8,0,45.3
21/05/2021,25.6,32.2,19.4,0,43
22/05/2021,21.6,24.8,19.1,12,51.6
23/05/2021,18.8,23.4,13.1,1.4,53.3
24/05/2021,14.6,22.2,7.7,0,44.3
25/05/2021,18.6,27.6,11.3,0,44.5
26/05/2021,21.6,29.9,15,0,44
27/05/2021,24.1,31.4,16.9,0,45.7
28/05/2021,25.9,32.4,21.4,0,49
29/05/2021,25.4,31.7,19.6,0,52.1
30/05/2021,21.8,25.6,15.2,5,52.3
31/05/2021,20.2,24.9,15.1,5.4,58.6
01/06/2021,22,27.8,17.4,0,60.1
02/06/2021,23.7,30.8,18.4,0,57
03/06/2021,24.7,31.3,17.6,0,54.6
04/06/2021,25.8,31.3,19.6,0,50.1
05/06/2021,24.8,31.2,19.9,0,46.6
06/06/2021,25.1,31.3,18.5,0,46.1
07/06/2021,19.7,22.6,18.1,0,55.5
08/06/2021,18.6,19.7,17.4,16.6,64.8
09/06/2021,20.2,25.9,16.9,4.2,66.2
10/06/2021,18.3,19.3,17.4,70.6,71.6
11/06/2021,18.4,21.1,16.8,4.2,71.3
12/06/2021,18.3,25.5,13.2,0.4,66.9
13/06/2021,18.6,24.3,12.9,0,59.1
14/06/2021,18.7,26.8,12.9,0,57.7
15/06/2021,18.8,25.7,12.8,0,58.7
16/06/2021,17.3,24.5,11.4,0.4,58.4
17/06/2021,19.4,25.3,14.9,0,58.2
18/06/2021,19.1,23,16.4,0,57.9
19/06/2021,20.4,26.8,16.7,0,60.3
20/06/2021,16.2,20.9,13.3,0,59.3
21/06/2021,19.3,24.8,13.6,0,60.3
22/06/2021,21.2,26.7,16.6,0,63.1
23/06/2021,20.9,26.2,16.1,0,59.3
24/06/2021,22.2,30.1,15.8,0,57.7
25/06/2021,23.8,30.1,17.3,0,58.9
26/06/2021,24.1,30.8,19.6,0,55.2
27/06/2021,22.5,30.5,14.9,0,51.5
28/06/2021,12.6,15.6,7.7,3.8,51.5
29/06/2021,8.1,14.1,3.8,2,42.5
30/06/2021,9.4,19.1,1.2,0.4,41.1
01/07/2021,14.7,22.7,7.7,0,43.9
02/07/2021,18.1,27.6,11.2,0,47.8
03/07/2021,18.2,28.1,9.5,0,46.5
04/07/2021,18.5,26.4,10.9,0,47.3
05/07/2021,19.3,27,13.8,0,49.1
06/07/2021,19.6,25.9,13.9,0,47.4
07/07/2021,18.8,26.2,13.3,0,45.8
08/07/2021,18.8,25.9,12.7,0,44.3
09/07/2021,18.6,26.9,11.4,0,44.8
10/07/2021,21.1,29.7,13.8,0,44.2
11/07/2021,21.1,28.5,14.1,0,43
12/07/2021,21.9,29.3,16.3,0,40.3
13/07/2021,22.5,30.1,15.9,0,38.8
14/07/2021,22.2,30.2,14.3,0,39.7
15/07/2021,23.5,31.7,15,0,39.9
16/07/2021,21.7,28.7,17.6,0.2,46.4
17/07/2021,20.7,26.1,17.2,0,51.7
18/07/2021,16.3,22.1,7.8,0,43.5
19/07/2021,10.5,20.1,1.4,0,34.9
20/07/2021,14,23.8,3.7,0,36.4
21/07/2021,17.7,27.5,10.2,0,38.8
22/07/2021,21.4,30.3,13.9,0,34.8
23/07/2021,22,30.1,14.5,0,36.8
24/07/2021,22.7,29.3,16.8,0,36
25/07/2021,22.9,30.3,16.7,0,36.9
26/07/2021,24.1,31.8,17.3,0,38
27/07/2021,20.8,28.4,13.1,1.8,42.2
28/07/2021,10.7,15.1,6.2,1.6,41.4
29/07/2021,8.8,16.3,1.8,0,35.5
30/07/2021,12.2,19.9,3.9,0,34.4
31/07/2021,15.8,24.6,8.1,0,40.7
01/08/2021,17.3,24.8,11.8,0,45.6
02/08/2021,19,27.2,13,0,45.7
03/08/2021,18.1,26.4,9.2,0,43.3
04/08/2021,17.6,23.5,11.7,0,42.3
05/08/2021,20.3,27.2,14.4,0,47.1
06/08/2021,21.7,27.9,16.1,0,45.7
07/08/2021,23,29.2,17.1,0,44.5
08/08/2021,23.3,29.9,17.4,0,41.7
09/08/2021,24.3,32.1,18.6,0,39.3
10/08/2021,25.1,33.9,18.1,0,36.3
11/08/2021,21.4,29.8,14.2,0,44.6
12/08/2021,20.7,28,15,0.2,44.3
13/08/2021,21.1,29.2,14.1,0,45
14/08/2021,22.1,31,15.7,0,46.1
15/08/2021,24.7,32.8,17.3,0,43.9
16/08/2021,26.3,34.8,18.8,0,39.7
17/08/2021,26.7,35.8,18,0,40.4
18/08/2021,28.3,36.4,21.9,0,35.5
19/08/2021,27.5,34.5,22.2,0,34.2
20/08/2021,26.2,33.6,20.3,0,34.8
21/08/2021,26.8,33.3,20.7,0,31.1
22/08/2021,26.8,33.6,20.8,0,30.7
23/08/2021,28.1,35.5,21.8,0,31.7
24/08/2021,28.8,36.5,22.2,0,33.6
25/08/2021,29.4,37.3,22.1,0,31.8
26/08/2021,23,28.9,17.6,0,37.5
27/08/2021,18.9,23.7,16.2,1.6,45.1
28/08/2021,19.3,23.4,16.4,43,54
29/08/2021,20.7,26.5,16.9,2.8,54.8
30/08/2021,22.4,29.1,16.4,0,48.5
31/08/2021,23.2,30.1,17,0,43.3
01/09/2021,23.6,30.3,16.9,0,41
02/09/2021,24.9,32.1,18.3,0,38.7
03/09/2021,26.4,34.7,19.1,0.2,37.4
04/09/2021,28.4,36.3,19.8,0,35
05/09/2021,28.2,36.1,21.9,0,34.4
06/09/2021,28.9,36.9,20.1,0,38.5
07/09/2021,28,36.3,18.8,0,37.6
08/09/2021,28.3,37.2,22.4,0.8,39.3
09/09/2021,20,22.6,16.7,18.8,52.8
10/09/2021,18.1,22.1,14.8,0,51.6
11/09/2021,22,27.7,16.2,0,50.9
12/09/2021,27.1,34.8,19.9,0,48
13/09/2021,30.3,37,25.4,0,42
14/09/2021,27.4,36.2,21.7,5.4,44.9
15/09/2021,25.2,29.8,21.7,0.6,54.3
16/09/2021,23.2,29.8,18.8,0.8,53
17/09/2021,25.1,34,18.3,0,49.3
18/09/2021,27.4,36.1,19.6,0,46.8
19/09/2021,30.8,37.7,23.6,0,40.8
20/09/2021,31.8,39.8,26.2,0,37
21/09/2021,31.3,40.2,24.3,0,36.7
22/09/2021,22.3,27.4,17.8,0,36.6
23/09/2021,22.1,30.1,14.7,0,40.3
24/09/2021,23.7,32.1,16.1,0,40.8
25/09/2021,26.4,33.9,19.8,0,42.3
26/09/2021,25.9,33.6,22.3,0.8,43.8
27/09/2021,26.8,33.4,19.8,0,44.8
28/09/2021,28.8,36.4,21.5,0,41
29/09/2021,28.6,37.4,21.8,0,40.1
30/09/2021,27.9,35.5,19.8,0,41.6
01/10/2021,22.9,35.7,19.3,16.2,49.9
02/10/2021,20.1,22.3,19.1,17.8,66.3
03/10/2021,21.4,30.9,19.3,9.4,70.7
04/10/2021,21.9,26.2,19.2,2.4,69.6
05/10/2021,24.2,30.5,21.2,0,61.3
06/10/2021,26.4,34.9,18.5,0,53.6
07/10/2021,23.5,27.4,19.9,3.8,56.3
08/10/2021,24.3,30.3,17.9,0,51.5
09/10/2021,22.5,29.8,19.1,26.2,50.3
10/10/2021,19.4,20.4,18.7,10.8,61.1
11/10/2021,21.7,25.9,17.5,0,59.2
12/10/2021,24.4,31.1,18.5,0,54.7
13/10/2021,26.8,33.1,19.9,0,46.5
14/10/2021,22.7,26.8,18.3,21.2,54.3
15/10/2021,23.3,31.2,20.1,24.2,62.1
16/10/2021,22.9,26.4,18.9,0,60.9
17/10/2021,23.2,27.1,21.1,0,60.9
18/10/2021,21.6,24.9,18.3,5.8,59.2
19/10/2021,21.5,27.2,18,0,56.2
20/10/2021,21.1,28,14,0,48.8
21/10/2021,22,29.7,15.3,0,43.9
22/10/2021,24.1,31.8,17.4,0,41.7
23/10/2021,25.9,34.6,18.6,57.6,43.7
24/10/2021,20.3,23.1,18.1,39.2,58.2
25/10/2021,22.7,29.2,17.7,0.2,56.6
26/10/2021,24.4,30.7,19.7,0,54.6
27/10/2021,26,30.6,21.2,0,53
28/10/2021,27.2,32.4,22.2,0,54.3
29/10/2021,27.1,33.9,20.8,0,49.7
30/10/2021,26.3,33.2,20.4,4.6,48.4
31/10/2021,21.6,26.3,19.4,33.8,56.1
01/11/2021,23.9,29.8,18.8,0.2,55.6
02/11/2021,25.2,30.6,19.8,0,51.1
03/11/2021,25.6,32,20,0,49.3
04/11/2021,27.2,34.3,19.6,0,46.6
05/11/2021,28.8,35.4,22.9,0,46.2
06/11/2021,28.6,34.4,22.3,0,47.8
07/11/2021,28.1,34.2,23.4,0,46.2
08/11/2021,26.4,33.7,21.4,0,44.3
09/11/2021,27.2,33.9,20.3,0,46.7
10/11/2021,26.2,33.7,19.9,5.6,45.9
11/11/2021,21.8,26.6,19,6.6,49.5
12/11/2021,23.4,29.4,17.5,0,48.8
13/11/2021,22.9,29.8,16.1,0,40.3
14/11/2021,24.4,32.4,16.2,0,41
15/11/2021,27.2,33.1,21.1,0,41.8
16/11/2021,28.5,33.9,23.2,0,40.2
17/11/2021,27.7,31.9,23.4,0,45.4
18/11/2021,24.5,27.3,22.4,42.8,55.4
19/11/2021,25.1,30.1,21.8,2.4,57.3
20/11/2021,25.8,31.6,20.3,0.2,52.5
21/11/2021,24.8,31.1,17.6,0,43.1
22/11/2021,26.6,34.6,18.8,0,35
23/11/2021,29,36.8,19.1,0,35.6
24/11/2021,29.2,36.1,22.2,0,39
25/11/2021,29.2,36.1,24.3,0,44.3
26/11/2021,27.2,32.7,23.5,1.4,52.8
27/11/2021,26,33.2,19.2,0.2,43.5
28/11/2021,28,36,19.6,0,42.3
29/11/2021,25.9,32.3,21.6,23.6,49.9
30/11/2021,25.7,31.7,22.2,0.6,56.3
01/12/2021,26.1,34,17.7,0,43.7
02/12/2021,27.2,32.9,21.9,0,46
03/12/2021,27.3,33.3,21.1,0,46.5
04/12/2021,27.3,34.4,20.4,0,44.5
05/12/2021,28.6,34.9,21.4,0,41.8
06/12/2021,26.1,33.9,22.2,23.2,47.1
07/12/2021,24.2,30.1,19.4,0,48.4
08/12/2021,23.5,29.8,17.3,0,43.9
09/12/2021,24.3,31.2,17.1,0,41.5
10/12/2021,26.1,33.3,18.3,0,38.3
11/12/2021,28.5,35.2,22.2,0,34.8
12/12/2021,29.4,37.3,24.2,0,36.2
13/12/2021,25.6,31.1,23.1,13.8,50
14/12/2021,24.8,28.6,22.9,9.4,60.1
15/12/2021,25.4,29.8,23.6,10.6,66.1
16/12/2021,26,30.3,23.5,6,67.5
17/12/2021,26.7,32.1,23.6,0,61.4
18/12/2021,26.7,31.6,23.6,0,57.6
19/12/2021,26.1,31.7,20.4,0,47.7
20/12/2021,25.6,32.8,18.3,0,43
21/12/2021,28.5,35.1,22.8,0,43.8
22/12/2021,29.9,36.6,23.1,1,44
23/12/2021,27.2,34.9,24,1.2,48
24/12/2021,25.7,31.8,19.3,0.2,41
25/12/2021,26,33.4,19,0,39.5
26/12/2021,28.1,36.7,19.3,0,37.8
27/12/2021,30.6,37,23.4,0,37.2
28/12/2021,30,37.6,24.6,0,40
29/12/2021,25,30.8,22.5,0.8,48.3
30/12/2021,22.9,30.6,20.3,63.6,53.5
31/12/2021,25.2,32.8,20.3,1.6,55.4
01/01/2022,26.2,32.5,21.2,0,53.2
02/01/2022,26.5,32.1,22.9,19.2,53.5
03/01/2022,26.9,33.8,22.6,0,54.1
04/01/2022,25.7,32.1,22.8,4.4,56.6
05/01/2022,26.3,33,22.2,3.2,55.6
06/01/2022,24.7,32.1,21.6,22.6,57
07/01/2022,24.8,29.1,21.6,0,56.7
08/01/2022,24.8,30.8,19.6,0,58
09/01/2022,23.5,30,19.2,0,56.9
10/01/2022,23.4,31.8,18.4,2.6,58.3
11/01/2022,23.8,30.3,19.2,0,60.1
12/01/2022,23.3,28.2,19.3,5.8,63.3
